,carat,cut,cut_ord,color,clarity,clarity_ord,,
2074,0.7,Premium,4,F,SI1,3,,2614.5
2075,1.18,Premium,4,I,VS1,4,,7106.74
2076,0.42,Ideal,5,G,SI1,3,,416.96
2077,2.26,Ideal,5,I,SI2,2,,15442.88
2078,0.42,Very Good,3,H,VS2,5,,1008.76
2079,0.73,Ideal,5,I,VS1,4,,3478.99
2080,0.31,Ideal,5,E,VS2,5,,399.53
2081,0.74,Ideal,5,F,VS1,4,,3563.12
2082,1.31,Premium,4,J,SI1,3,,7746.43
2083,1.01,Good,2,E,VS2,5,,5814.33
2084,0.4,Premium,4,F,SI1,3,,90.6
2085,0.4,Very Good,3,E,VS2,5,,840.5
2086,1.52,Very Good,3,F,VS2,5,,10263.06
2087,0.32,Premium,4,G,SI1,3,,-582.44
2088,0.3,Ideal,5,E,SI1,3,,-592.6
2089,0.61,Ideal,5,E,VS1,4,,2469.43
2090,2,Very Good,3,J,SI1,3,,13393.3
2091,0.51,Ideal,5,D,VS1,4,,1628.13
2092,0.7,Ideal,5,F,SI1,3,,2772.6
2093,0.91,Very Good,3,D,SI2,2,,3769.13
2094,0.71,Very Good,3,G,VVS2,6,,3902.53
2095,0.42,Ideal,5,D,VS2,5,,1324.96
2096,1.56,Very Good,3,H,SI2,2,,9237.58
2097,0.33,Ideal,5,E,VS2,5,,567.79
2098,0.54,Ideal,5,F,VS1,4,,1880.52
2099,0.36,Ideal,5,E,SI1,3,,-87.82
2100,1.21,Premium,4,H,VS1,4,,7359.13
2101,0.27,Very Good,3,D,VS2,5,,-253.19
2102,2.07,Premium,4,H,SI1,3,,14140.31
2103,0.3,Very Good,3,I,VS2,5,,-0.8
2104,0.31,Very Good,3,G,VVS1,7,,991.33
2105,1.51,Premium,4,E,SI1,3,,9429.03
2106,0.41,Premium,4,D,SI2,2,,-279.27
2107,0.43,Ideal,5,F,SI1,3,,501.09
2108,2.02,Premium,4,F,SI2,2,,13265.66
2109,0.71,Very Good,3,I,VS1,4,,2994.53
2110,0.25,Ideal,5,I,VS2,5,,-105.25
2111,0.3,Ideal,5,G,VVS1,7,,1223.4
2112,0.48,Premium,4,F,VS2,5,,1671.64
2113,0.73,Ideal,5,G,VS2,5,,3932.99
2114,0.35,Ideal,5,H,VVS1,7,,1644.05
2115,0.73,Premium,4,E,SI2,2,,2412.89
2116,0.72,Ideal,5,H,VVS2,6,,4302.86
2117,0.6,Very Good,3,E,SI2,2,,1161.1
2118,1.5,Very Good,3,E,SI2,2,,8732.8
2119,0.31,Ideal,5,G,VVS1,7,,1307.53
2120,1,Good,2,F,SI1,3,,4822.2
2121,0.78,Good,2,F,VS1,4,,3425.34
2122,1.76,Ideal,5,I,VS1,4,,12144.38
2123,0.9,Premium,4,E,SI1,3,,4297.1
2124,1,Good,2,D,VS2,5,,5730.2
2125,0.7,Premium,4,G,SI1,3,,2614.5
2126,0.41,Premium,4,G,VVS2,6,,1536.73
2127,0.52,Ideal,5,D,VS1,4,,1712.26
2128,0.64,Premium,4,D,SI2,2,,1655.72
2129,0.91,Premium,4,E,SI1,3,,4381.23
2130,0.51,Ideal,5,D,VS2,5,,2082.13
2131,0.3,Good,2,E,VVS2,6,,295.1
2132,0.47,Good,2,F,VS1,4,,817.31
2133,0.71,Ideal,5,F,VVS1,7,,4672.73
2134,0.31,Ideal,5,F,VVS2,6,,853.53
2135,0.3,Ideal,5,H,VVS2,6,,769.4
2136,1,Premium,4,H,SI1,3,,5138.4
2137,0.33,Ideal,5,E,VS2,5,,567.79
2138,1.04,Premium,4,F,SI2,2,,5020.92
2139,0.71,Very Good,3,E,VS2,5,,3448.53
2140,1.05,Very Good,3,E,SI2,2,,4946.95
2141,0.42,Ideal,5,H,VVS1,7,,2232.96
2142,0.33,Very Good,3,H,IF,8,,1613.59
2143,0.32,Premium,4,I,VS2,5,,325.56
2144,1.01,Good,2,I,SI2,2,,4452.33
2145,0.5,Ideal,5,G,VVS1,7,,2906
2146,0.3,Premium,4,E,VS1,4,,-296.7
2147,0.53,Ideal,5,D,VS2,5,,2250.39
2148,1.04,Ideal,5,F,SI1,3,,5633.02
2149,0.7,Ideal,5,E,VS1,4,,3226.6
2150,0.36,Premium,4,D,VS2,5,,662.08
2151,0.27,Ideal,5,E,VS2,5,,63.01
2152,0.39,Ideal,5,E,VS2,5,,1072.57
2153,0.68,Ideal,5,E,VS1,4,,3058.34
2154,0.7,Ideal,5,F,VS2,5,,3680.6
2155,0.31,Ideal,5,F,IF,8,,1761.53
2156,0.4,Ideal,5,F,VS1,4,,702.7
2157,0.43,Ideal,5,F,SI1,3,,501.09
2158,0.24,Very Good,3,F,VVS1,7,,402.42
2159,1,Premium,4,E,SI1,3,,5138.4
2160,1.61,Premium,4,J,SI2,2,,9816.33
2161,0.3,Very Good,3,J,VS1,4,,-454.8
2162,1,Ideal,5,D,SI1,3,,5296.5
2163,0.71,Premium,4,E,SI2,2,,2244.63
2164,1.01,Ideal,5,H,SI1,3,,5380.63
2165,1,Very Good,3,F,SI2,2,,4526.3
2166,0.46,Very Good,3,D,VS2,5,,1345.28
2167,0.92,Good,2,H,VS1,4,,4603.16
2168,1.61,Premium,4,I,SI1,3,,10270.33
2169,0.31,Very Good,3,I,VVS2,6,,537.33
2170,0.31,Ideal,5,D,VVS2,6,,853.53
2171,0.77,Ideal,5,H,VS2,5,,4269.51
2172,1.2,Very Good,3,J,SI1,3,,6662.9
2173,0.78,Ideal,5,G,SI1,3,,3445.64
2174,0.4,Ideal,5,E,SI2,2,,-205.3
2175,0.56,Ideal,5,G,VS1,4,,2048.78
2176,0.31,Premium,4,H,IF,8,,1603.43
2177,0.41,Ideal,5,H,VVS1,7,,2148.83
2178,0.32,Premium,4,I,SI1,3,,-582.44
2179,0.38,Ideal,5,E,VS1,4,,534.44
2180,0.3,Ideal,5,E,VS2,5,,315.4
2181,1.25,Ideal,5,I,VS2,5,,8307.75
2182,1.79,Premium,4,I,VS1,4,,12238.67
2183,0.43,Ideal,5,D,VS2,5,,1409.09
2184,0.35,Ideal,5,E,VS2,5,,736.05
2185,0.31,Premium,4,E,IF,8,,1603.43
2186,0.71,Premium,4,F,SI1,3,,2698.63
2187,0.51,Fair,1,G,SI1,3,,541.73
2188,0.32,Ideal,5,D,VS2,5,,483.66
2189,0.53,Ideal,5,D,SI2,2,,888.39
2190,1,Very Good,3,E,SI2,2,,4526.3
2191,0.7,Ideal,5,E,SI1,3,,2772.6
2192,1.7,Very Good,3,H,SI2,2,,10415.4
2193,1.17,Ideal,5,G,VS2,5,,7634.71
2194,0.8,Very Good,3,H,VS2,5,,4205.7
2195,0.38,Premium,4,F,SI1,3,,-77.66
2196,0.3,Ideal,5,G,SI2,2,,-1046.6
2197,0.55,Ideal,5,E,SI1,3,,1510.65
2198,0.7,Fair,1,H,VS1,4,,2594.2
2199,0.31,Ideal,5,D,VS2,5,,399.53
2200,2.01,Very Good,3,H,I1,1,,12569.43
2201,0.63,Ideal,5,J,SI2,2,,1729.69
2202,0.7,Fair,1,F,VS1,4,,2594.2
2203,1.59,Ideal,5,H,VS2,5,,11168.17
2204,0.38,Ideal,5,F,SI1,3,,80.44
2205,0.5,Ideal,5,G,VVS2,6,,2452
2206,1,Good,2,H,VS1,4,,5276.2
2207,0.52,Ideal,5,D,SI1,3,,1258.26
2208,0.31,Ideal,5,E,VS2,5,,399.53
2209,0.41,Premium,4,G,VS2,5,,1082.73
2210,1.21,Premium,4,E,SI2,2,,6451.13
2211,0.64,Premium,4,F,VS2,5,,3017.72
2212,0.7,Very Good,3,F,VS2,5,,3364.4
2213,0.31,Good,2,H,VS2,5,,-74.77
2214,0.82,Ideal,5,H,VVS1,7,,5598.16
2215,1.06,Ideal,5,E,SI2,2,,5347.28
2216,0.54,Very Good,3,E,SI1,3,,1110.32
2217,1.52,Very Good,3,F,SI2,2,,8901.06
2218,1.5,Very Good,3,J,VVS2,6,,10548.8
2219,0.59,Very Good,3,D,VS1,4,,1984.97
2220,1.17,Very Good,3,H,SI1,3,,6410.51
2221,0.8,Ideal,5,D,SI1,3,,3613.9
2222,1.03,Premium,4,H,SI2,2,,4936.79
2223,0.51,Ideal,5,G,VVS1,7,,2990.13
2224,0.73,Ideal,5,G,SI2,2,,2570.99
2225,0.51,Ideal,5,E,SI1,3,,1174.13
2226,0.31,Premium,4,G,VS2,5,,241.43
2227,0.38,Very Good,3,I,VS1,4,,218.24
2228,1.52,Good,2,J,VS2,5,,10104.96
2229,1.24,Premium,4,G,IF,8,,9427.52
2230,1.02,Ideal,5,H,SI1,3,,5464.76
2231,0.3,Ideal,5,I,VVS2,6,,769.4
2232,0.39,Premium,4,E,VS2,5,,914.47
2233,0.76,Good,2,D,VS2,5,,3711.08
2234,0.52,Premium,4,F,VS2,5,,2008.16
2235,1.02,Premium,4,E,VS2,5,,6214.66
2236,0.4,Ideal,5,G,VS2,5,,1156.7
2237,0.52,Ideal,5,D,VVS2,6,,2620.26
2238,0.52,Very Good,3,D,VS2,5,,1850.06
2239,0.63,Premium,4,F,SI1,3,,2025.59
2240,0.32,Premium,4,E,VVS2,6,,779.56
2241,0.4,Premium,4,D,VVS2,6,,1452.6
2242,0.74,Ideal,5,E,SI2,2,,2655.12
2243,1.07,Ideal,5,H,SI2,2,,5431.41
2244,3.01,Good,2,I,SI2,2,,21278.33
2245,0.31,Premium,4,G,VVS2,6,,695.43
2246,0.54,Ideal,5,J,VVS1,7,,3242.52
2247,0.7,Very Good,3,G,SI1,3,,2456.4
2248,2.48,Premium,4,I,SI1,3,,17589.64
2249,0.3,Ideal,5,H,VS2,5,,315.4
2250,0.9,Good,2,I,SI2,2,,3526.9
2251,0.33,Premium,4,G,VVS1,7,,1317.69
2252,1.3,Premium,4,G,VS2,5,,8570.3
2253,1.14,Good,2,G,SI2,2,,5546.02
2254,0.62,Ideal,5,H,VVS1,7,,3915.56
2255,0.31,Premium,4,E,VS1,4,,-212.57
2256,0.3,Ideal,5,G,IF,8,,1677.4
2257,1.02,Ideal,5,E,SI1,3,,5464.76
2258,0.53,Ideal,5,G,VS2,5,,2250.39
2259,1.08,Premium,4,G,SI2,2,,5357.44
2260,1.01,Premium,4,F,SI2,2,,4768.53
2261,1.13,Fair,1,H,SI2,2,,5303.79
2262,1.7,Ideal,5,F,VS2,5,,12093.6
2263,0.42,Ideal,5,F,VS1,4,,870.96
2264,1.08,Ideal,5,E,VS1,4,,6423.54
2265,0.77,Premium,4,J,VS2,5,,4111.41
2266,1.11,Ideal,5,G,VS2,5,,7129.93
2267,1.12,Ideal,5,E,SI2,2,,5852.06
2268,1.2,Premium,4,H,VS1,4,,7275
2269,1.02,Very Good,3,F,VS1,4,,5602.56
2270,0.33,Ideal,5,G,VVS2,6,,1021.79
2271,0.31,Very Good,3,G,VVS1,7,,991.33
2272,1.25,Premium,4,J,SI1,3,,7241.65
2273,1.25,Premium,4,H,VS2,5,,8149.65
2274,0.3,Ideal,5,E,VVS2,6,,769.4
2275,1.11,Ideal,5,G,VS2,5,,7129.93
2276,0.61,Ideal,5,F,VS2,5,,2923.43
2277,1.26,Very Good,3,G,SI1,3,,7167.68
2278,0.32,Ideal,5,D,SI1,3,,-424.34
2279,1.5,Premium,4,I,VS1,4,,9798.9
2280,0.39,Ideal,5,F,SI1,3,,164.57
2281,1.73,Premium,4,H,SI2,2,,10825.89
2282,1,Ideal,5,I,SI2,2,,4842.5
2283,2.39,Very Good,3,J,VS1,4,,17128.37
2284,1.52,Premium,4,H,SI1,3,,9513.16
2285,0.33,Ideal,5,D,SI2,2,,-794.21
2286,0.31,Ideal,5,I,VVS1,7,,1307.53
2287,1.2,Very Good,3,F,SI1,3,,6662.9
2288,0.36,Ideal,5,D,VVS2,6,,1274.18
2289,0.31,Ideal,5,I,VS2,5,,399.53
2290,0.37,Ideal,5,E,VS2,5,,904.31
2291,2.59,Ideal,5,J,VS1,4,,19127.17
2292,0.56,Ideal,5,E,VS2,5,,2502.78
2293,1.01,Premium,4,F,SI1,3,,5222.53
2294,0.71,Ideal,5,F,SI1,3,,2856.73
2295,0.4,Very Good,3,G,SI2,2,,-521.5
2296,1.02,Ideal,5,E,SI1,3,,5464.76
2297,0.38,Very Good,3,H,SI2,2,,-689.76
2298,1.01,Premium,4,G,SI2,2,,4768.53
2299,0.84,Ideal,5,J,VS2,5,,4858.42
2300,0.83,Premium,4,J,SI1,3,,3708.19
2301,0.31,Premium,4,I,VVS2,6,,695.43
2302,2.01,Premium,4,J,SI2,2,,13181.53
2303,0.43,Ideal,5,F,VVS1,7,,2317.09
2304,0.34,Ideal,5,F,VS2,5,,651.92
2305,0.33,Ideal,5,E,VS1,4,,113.79
2306,1,Very Good,3,D,SI2,2,,4526.3
2307,0.28,Ideal,5,G,SI1,3,,-760.86
2308,0.4,Ideal,5,G,VVS2,6,,1610.7
2309,1.08,Ideal,5,H,SI1,3,,5969.54
2310,1.19,Fair,1,I,SI1,3,,6262.57
2311,1.51,Very Good,3,F,VS1,4,,9724.93
2312,0.91,Very Good,3,E,SI2,2,,3769.13
2313,0.43,Premium,4,G,VS2,5,,1250.99
2314,1.01,Ideal,5,E,VS2,5,,6288.63
2315,0.53,Ideal,5,F,VS2,5,,2250.39
2316,0.33,Very Good,3,D,VVS1,7,,1159.59
2317,1.11,Premium,4,F,SI2,2,,5609.83
2318,1.02,Premium,4,F,VS1,4,,5760.66
2319,1.01,Premium,4,F,SI1,3,,5222.53
2320,0.9,Premium,4,H,SI1,3,,4297.1
2321,1.03,Ideal,5,D,VVS2,6,,6910.89
2322,0.42,Ideal,5,D,VVS2,6,,1778.96
2323,0.51,Ideal,5,G,VS1,4,,1628.13
2324,0.71,Ideal,5,E,VVS2,6,,4218.73
2325,1.6,Ideal,5,J,VS2,5,,11252.3
2326,0.64,Very Good,3,D,VS2,5,,2859.62
2327,1.07,Premium,4,F,SI1,3,,5727.31
2328,0.63,Ideal,5,J,SI1,3,,2183.69
2329,0.43,Premium,4,F,VS2,5,,1250.99
2330,0.34,Premium,4,G,VS2,5,,493.82
2331,0.3,Good,2,G,VS1,4,,-612.9
2332,1,Very Good,3,F,SI1,3,,4980.3
2333,1.01,Very Good,3,E,VS2,5,,5972.43
2334,1.23,Good,2,J,SI1,3,,6757.19
2335,1.02,Premium,4,H,SI1,3,,5306.66
2336,2.01,Fair,1,E,SI2,2,,12707.23
2337,0.82,Ideal,5,F,SI2,2,,3328.16
2338,0.32,Ideal,5,F,VS2,5,,483.66
2339,0.71,Premium,4,F,SI1,3,,2698.63
2340,0.4,Very Good,3,E,SI2,2,,-521.5
2341,0.4,Very Good,3,J,IF,8,,2202.5
2342,0.51,Ideal,5,I,VS2,5,,2082.13
2343,0.32,Good,2,D,VS2,5,,9.36
2344,0.42,Ideal,5,G,VVS2,6,,1778.96
2345,0.32,Very Good,3,I,VS1,4,,-286.54
2346,1.66,Premium,4,J,VVS2,6,,12052.98
2347,1.56,Very Good,3,I,SI1,3,,9691.58
2348,1.5,Very Good,3,J,I1,1,,8278.8
2349,0.31,Ideal,5,E,IF,8,,1761.53
2350,0.7,Good,2,E,VS2,5,,3206.3
2351,0.7,Ideal,5,F,SI1,3,,2772.6
2352,0.72,Ideal,5,H,SI2,2,,2486.86
2353,0.52,Ideal,5,D,SI2,2,,804.26
2354,0.41,Very Good,3,F,VVS1,7,,1832.63
2355,0.9,Very Good,3,H,VS1,4,,4593
2356,2.06,Ideal,5,I,VS2,5,,15122.28
2357,0.72,Ideal,5,I,VS1,4,,3394.86
2358,0.38,Premium,4,E,VS2,5,,830.34
2359,0.51,Ideal,5,E,VS2,5,,2082.13
2360,0.31,Premium,4,G,VVS1,7,,1149.43
2361,0.71,Very Good,3,J,SI1,3,,2540.53
2362,2.22,Ideal,5,I,VS2,5,,16468.36
2363,1.24,Ideal,5,D,VVS2,6,,8677.62
2364,1.02,Premium,4,F,VS2,5,,6214.66
2365,0.78,Ideal,5,H,VVS2,6,,4807.64
2366,0.34,Good,2,E,SI1,3,,-730.38
2367,1.25,Premium,4,H,SI2,2,,6787.65
2368,0.71,Ideal,5,G,VS1,4,,3310.73
2369,0.7,Premium,4,E,SI1,3,,2614.5
2370,0.3,Premium,4,J,VS2,5,,157.3
2371,1.03,Ideal,5,D,SI1,3,,5548.89
2372,0.53,Ideal,5,E,VS2,5,,2250.39
2373,0.4,Premium,4,F,VVS2,6,,1452.6
2374,0.57,Premium,4,D,VS1,4,,1974.81
2375,1.01,Fair,1,E,SI1,3,,4748.23
2376,0.71,Good,2,D,VS1,4,,2836.43
2377,1.21,Ideal,5,G,VS1,4,,7517.23
2378,1.54,Premium,4,I,SI2,2,,9227.42
2379,0.32,Premium,4,I,VS1,4,,-128.44
2380,0.93,Premium,4,G,VS2,5,,5457.49
2381,0.71,Premium,4,D,VS2,5,,3606.63
2382,2.33,Ideal,5,I,VS2,5,,17393.79
2383,0.52,Premium,4,G,SI1,3,,1100.16
2384,2.01,Premium,4,J,SI2,2,,13181.53
2385,0.53,Ideal,5,E,VS2,5,,2250.39
2386,0.57,Premium,4,G,VS2,5,,2428.81
2387,0.58,Good,2,G,SI1,3,,1288.74
2388,0.31,Premium,4,E,VS2,5,,241.43
2389,0.31,Good,2,H,VVS1,7,,833.23
2390,0.34,Ideal,5,E,VS2,5,,651.92
2391,1.01,Good,2,E,SI2,2,,4452.33
2392,1.08,Ideal,5,G,VS1,4,,6423.54
2393,0.33,Ideal,5,I,VS1,4,,113.79
2394,1.11,Very Good,3,E,VS1,4,,6359.73
2395,0.3,Ideal,5,E,VS2,5,,315.4
2396,1.01,Very Good,3,I,VS1,4,,5518.43
2397,1.73,Good,2,E,I1,1,,10055.69
2398,1.5,Premium,4,H,SI2,2,,8890.9
2399,1.02,Premium,4,G,VVS1,7,,7122.66
2400,0.34,Ideal,5,G,IF,8,,2013.92
2401,1.04,Good,2,F,SI2,2,,4704.72
2402,0.5,Ideal,5,E,VS2,5,,1998
2403,0.41,Ideal,5,J,VS2,5,,1240.83
2404,1.02,Premium,4,J,SI1,3,,5306.66
2405,0.5,Premium,4,G,VS1,4,,1385.9
2406,0.66,Ideal,5,G,SI1,3,,2436.08
2407,0.42,Premium,4,F,VVS1,7,,2074.86
2408,0.3,Very Good,3,H,VS2,5,,-0.8
2409,1.01,Very Good,3,D,SI2,2,,4610.43
2410,0.7,Fair,1,G,SI2,2,,1686.2
2411,0.45,Good,2,G,VVS1,7,,2011.05
2412,1.01,Ideal,5,E,VS1,4,,5834.63
2413,0.74,Fair,1,G,SI1,3,,2476.72
2414,1.45,Fair,1,J,SI2,2,,7995.95
2415,0.3,Ideal,5,I,SI1,3,,-592.6
2416,1.62,Ideal,5,G,VS2,5,,11420.56
2417,0.9,Good,2,E,SI2,2,,3526.9
2418,0.31,Premium,4,E,VS2,5,,241.43
2419,1.03,Premium,4,H,I1,1,,4482.79
2420,0.3,Premium,4,E,VS2,5,,157.3
2421,0.25,Very Good,3,D,VVS2,6,,32.55
2422,0.31,Premium,4,E,VS1,4,,-212.57
2423,1,Premium,4,H,SI2,2,,4684.4
2424,0.9,Very Good,3,D,SI2,2,,3685
2425,1,Very Good,3,H,SI1,3,,4980.3
2426,0.5,Very Good,3,H,SI1,3,,773.8
2427,1.91,Ideal,5,G,SI2,2,,12498.33
2428,0.5,Premium,4,F,VS1,4,,1385.9
2429,1.03,Ideal,5,F,SI2,2,,5094.89
2430,1.1,Very Good,3,I,VS1,4,,6275.6
2431,1.51,Ideal,5,H,SI2,2,,9133.13
2432,0.67,Ideal,5,F,SI2,2,,2066.21
2433,1.35,Fair,1,J,SI1,3,,7608.65
2434,1.02,Very Good,3,F,VVS2,6,,6510.56
2435,0.31,Very Good,3,G,VVS1,7,,991.33
2436,0.79,Very Good,3,J,VS2,5,,4121.57
2437,0.3,Ideal,5,G,VVS2,6,,769.4
2438,0.52,Very Good,3,G,VS1,4,,1396.06
2439,0.33,Very Good,3,I,VS2,5,,251.59
2440,1.2,Ideal,5,F,VS2,5,,7887.1
2441,0.78,Premium,4,F,SI2,2,,2833.54
2442,0.41,Ideal,5,F,VVS2,6,,1694.83
2443,0.4,Premium,4,D,SI1,3,,90.6
2444,0.42,Ideal,5,G,VS2,5,,1324.96
2445,0.52,Very Good,3,G,VVS2,6,,2304.06
2446,0.76,Ideal,5,G,SI2,2,,2823.38
2447,1.11,Premium,4,D,SI2,2,,5609.83
2448,1.04,Ideal,5,G,VVS1,7,,7449.02
2449,0.41,Very Good,3,G,VVS2,6,,1378.63
2450,0.33,Ideal,5,H,VVS2,6,,1021.79
2451,0.3,Ideal,5,I,SI1,3,,-592.6
2452,0.32,Premium,4,G,VS2,5,,325.56
2453,0.34,Good,2,H,SI1,3,,-730.38
2454,0.56,Premium,4,I,VVS1,7,,3252.68
2455,0.7,Premium,4,F,SI2,2,,2160.5
2456,0.33,Premium,4,G,IF,8,,1771.69
2457,0.26,Premium,4,H,VVS1,7,,728.78
2458,1,Good,2,E,SI2,2,,4368.2
2459,0.35,Ideal,5,E,VVS1,7,,1644.05
2460,1.01,Premium,4,D,SI1,3,,5222.53
2461,2.04,Premium,4,H,SI1,3,,13887.92
2462,0.55,Ideal,5,H,SI2,2,,1056.65
2463,0.26,Very Good,3,F,VS1,4,,-791.32
2464,0.41,Very Good,3,G,VS1,4,,470.63
2465,0.41,Ideal,5,E,VVS2,6,,1694.83
2466,0.32,Ideal,5,I,VS1,4,,29.66
2467,0.36,Ideal,5,D,VS2,5,,820.18
2468,0.73,Very Good,3,E,SI2,2,,2254.79
2469,0.33,Premium,4,H,IF,8,,1771.69
2470,0.72,Very Good,3,E,VVS2,6,,3986.66
2471,0.4,Good,2,D,SI1,3,,-225.6
2472,1.28,Ideal,5,H,VVS1,7,,9468.14
2473,0.38,Ideal,5,G,VVS1,7,,1896.44
2474,1.24,Ideal,5,H,VS2,5,,8223.62
2475,1.5,Good,2,G,SI2,2,,8574.7
2476,1.5,Good,2,J,SI1,3,,9028.7
2477,2.01,Ideal,5,H,SI1,3,,13793.63
2478,1.1,Ideal,5,G,VS1,4,,6591.8
2479,0.5,Good,2,G,VS2,5,,1523.7
2480,1.5,Premium,4,E,SI1,3,,9344.9
2481,1.5,Premium,4,J,VVS2,6,,10706.9
2482,1.06,Ideal,5,D,VVS2,6,,7163.28
2483,0.56,Very Good,3,E,VVS2,6,,2640.58
2484,0.95,Good,2,I,SI2,2,,3947.55
2485,0.31,Premium,4,G,VVS1,7,,1149.43
2486,1.05,Very Good,3,H,SI1,3,,5400.95
2487,2.01,Ideal,5,D,SI2,2,,13339.63
2488,0.31,Very Good,3,E,SI1,3,,-824.67
2489,0.56,Ideal,5,E,VS1,4,,2048.78
2490,0.3,Ideal,5,D,VS2,5,,315.4
2491,0.7,Ideal,5,H,VVS2,6,,4134.6
2492,1.5,Very Good,3,I,SI2,2,,8732.8
2493,0.38,Ideal,5,F,VVS1,7,,1896.44
2494,0.3,Very Good,3,I,SI1,3,,-908.8
2495,0.71,Premium,4,D,SI2,2,,2244.63
2496,1,Ideal,5,G,SI1,3,,5296.5
2497,1.22,Premium,4,E,SI1,3,,6989.26
2498,1.51,Ideal,5,G,VVS2,6,,10949.13
2499,2.01,Ideal,5,G,SI1,3,,13793.63
2500,0.36,Premium,4,E,VVS2,6,,1116.08
2501,0.42,Ideal,5,G,VS1,4,,870.96
2502,0.91,Premium,4,F,VS2,5,,5289.23
2503,1.29,Good,2,I,VS2,5,,8169.97
2504,1.01,Very Good,3,G,SI1,3,,5064.43
2505,1.63,Ideal,5,F,I1,1,,9688.69
2506,2,Good,2,G,SI1,3,,13235.2
2507,2.53,Premium,4,H,SI1,3,,18010.29
2508,1.03,Fair,1,D,SI1,3,,4916.49
2509,0.35,Ideal,5,G,IF,8,,2098.05
2510,1.02,Good,2,H,SI2,2,,4536.46
2511,1.51,Premium,4,H,I1,1,,8521.03
2512,1.56,Ideal,5,F,VS1,4,,10461.78
2513,0.23,Very Good,3,E,VVS1,7,,318.29
2514,0.66,Good,2,G,VS1,4,,2415.78
2515,0.91,Premium,4,H,VS2,5,,5289.23
2516,0.31,Very Good,3,I,SI1,3,,-824.67
2517,0.44,Ideal,5,F,VVS2,6,,1947.22
2518,0.4,Good,2,D,SI1,3,,-225.6
2519,0.9,Very Good,3,I,SI1,3,,4139
2520,0.59,Very Good,3,G,VS1,4,,1984.97
2521,0.41,Ideal,5,E,VVS2,6,,1694.83
2522,1.01,Very Good,3,G,VS1,4,,5518.43
2523,0.52,Very Good,3,I,SI1,3,,942.06
2524,0.37,Premium,4,G,SI1,3,,-161.79
2525,1.51,Premium,4,F,SI1,3,,9429.03
2526,2.01,Very Good,3,H,SI1,3,,13477.43
2527,2.05,Premium,4,I,SI2,2,,13518.05
2528,1.21,Premium,4,H,SI1,3,,6905.13
2529,1.01,Very Good,3,H,VS1,4,,5518.43
2530,0.23,Good,2,E,VVS2,6,,-293.81
2531,1.5,Fair,1,H,I1,1,,7962.6
2532,0.73,Ideal,5,G,VS1,4,,3478.99
2533,0.73,Very Good,3,J,VS2,5,,3616.79
2534,0.56,Fair,1,F,SI1,3,,962.38
2535,0.33,Premium,4,H,VS1,4,,-44.31
2536,1.71,Ideal,5,G,SI1,3,,11269.73
2537,2.15,Ideal,5,G,SI2,2,,14517.45
2538,1.31,Ideal,5,F,SI1,3,,7904.53
2539,0.9,Good,2,F,SI1,3,,3980.9
2540,0.38,Ideal,5,G,VS1,4,,534.44
2541,0.4,Premium,4,F,VVS1,7,,1906.6
2542,1.03,Very Good,3,G,VS1,4,,5686.69
2543,0.39,Very Good,3,J,VVS1,7,,1664.37
2544,0.42,Ideal,5,E,VS2,5,,1324.96
2545,0.58,Ideal,5,D,SI2,2,,1309.04
2546,1,Fair,1,E,SI2,2,,4210.1
2547,0.31,Very Good,3,G,VS1,4,,-370.67
2548,1.5,Premium,4,H,SI2,2,,8890.9
2549,0.7,Good,2,F,VVS2,6,,3660.3
2550,1.5,Premium,4,I,SI1,3,,9344.9
2551,1.5,Very Good,3,D,SI1,3,,9186.8
2552,1.55,Ideal,5,I,VS2,5,,10831.65
2553,0.33,Premium,4,G,VS1,4,,-44.31
2554,1.23,Ideal,5,H,VS2,5,,8139.49
2555,0.57,Very Good,3,G,SI1,3,,1362.71
2556,1.72,Premium,4,F,I1,1,,10287.76
2557,1,Premium,4,G,VS1,4,,5592.4
2558,1.28,Ideal,5,G,I1,1,,6744.14
2559,0.38,Ideal,5,G,VS2,5,,988.44
2560,0.9,Very Good,3,G,SI2,2,,3685
2561,1.51,Very Good,3,G,VVS2,6,,10632.93
2562,0.52,Premium,4,H,SI1,3,,1100.16
2563,0.31,Ideal,5,E,VVS1,7,,1307.53
2564,0.28,Very Good,3,F,VVS2,6,,284.94
2565,0.7,Very Good,3,E,SI1,3,,2456.4
2566,1.51,Very Good,3,E,VS2,5,,10178.93
2567,1.05,Very Good,3,G,IF,8,,7670.95
2568,1,Premium,4,E,VVS2,6,,6500.4
2569,1.51,Very Good,3,J,VVS2,6,,10632.93
2570,1.21,Very Good,3,H,SI1,3,,6747.03
2571,0.34,Ideal,5,I,VS1,4,,197.92
2572,0.9,Premium,4,E,SI1,3,,4297.1
2573,1.3,Ideal,5,D,SI1,3,,7820.4
2574,0.42,Ideal,5,G,VS1,4,,870.96
2575,0.74,Ideal,5,E,SI1,3,,3109.12
2576,1.02,Ideal,5,D,VS1,4,,5918.76
2577,0.3,Ideal,5,D,VS2,5,,315.4
2578,0.4,Very Good,3,D,VVS2,6,,1294.5
2579,0.3,Premium,4,D,SI1,3,,-750.7
2580,0.3,Ideal,5,E,VS2,5,,315.4
2581,2.01,Fair,1,H,SI2,2,,12707.23
2582,1.35,Premium,4,F,VS2,5,,8990.95
2583,1.03,Ideal,5,F,SI2,2,,5094.89
